Entry	Gene names  (primary )
Q8WZ19	KCTD13
P16615	ATP2A2
P43005	SLC1A1
Q9ULB1	NRXN1
P42898	MTHFR
P14920	DAO
O43272	PRODH
Q29980	MICB
P59103	DAOA
Q96EV8	DTNBP1
P51531	SMARCA2
Q9NRI5	DISC1
P35462	DRD3
P49798	RGS4
Q9BZR6	RTN4R
Q96C45	ULK4
Q9Y2M0	FAN1
P36222	CHI3L1
P21964	COMT
Q91WZ8	Dtnbp1
Q9BYB0	SHANK3
Q92777	SYN2
Q8IXF0	NPAS3
Q9NTZ6	RBM12
