geneID,geneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000187173,LCE2A,48.91580555,5.742230608,3.762651003,1.526112999,0.126981725,0.526918992
ENSG00000253315,LINC01932,14.88583923,5.703777356,2.387736864,2.388779703,0.016904435,0.514275563
ENSG00000173926,3-Mar,146.1548691,5.695400195,2.266025805,2.513387174,0.011957802,0.514275563
ENSG00000185467,KPNA7,55.49880552,5.688099997,2.148615726,2.647332386,0.008112957,0.514275563
ENSG00000143520,FLG2,811.7426119,5.648871349,2.735278101,2.065190866,0.038904944,0.514275563
ENSG00000205269,TMEM170B,19.08211122,5.644072902,2.409022572,2.342889173,0.019135066,0.514275563
ENSG00000122877,EGR2,64.35381526,5.623611104,2.124085072,2.647545137,0.008107854,0.514275563
ENSG00000172164,SNTB1,53.56455063,5.613269456,2.15817544,2.600932877,0.009297064,0.514275563
ENSG00000100336,APOL4,10.32035696,5.581783897,3.282287338,1.70057747,0.089022358,0.515978325
ENSG00000147408,CSGALNACT1,41.71782842,5.549610592,2.187891648,2.536510708,0.011196332,0.514275563
ENSG00000185437,SH3BGR,135.1178486,5.545434672,1.946708551,2.848620903,0.004390917,0.514275563
ENSG00000188508,KRTDAP,15179.53375,5.543063164,2.000952426,2.770212371,0.005601975,0.514275563
ENSG00000226738,U62317.1,16.88093566,5.538719858,2.306707127,2.401137011,0.016344216,0.514275563
ENSG00000110675,ELMOD1,73.74408077,5.538709118,3.112183993,1.779685626,0.075127424,0.514353404
ENSG00000127954,STEAP4,3244.560941,5.538054039,1.707338293,3.243677051,0.001179975,0.514275563
ENSG00000272666,U62317.2,179.7588788,5.527755255,1.742655112,3.172030551,0.001513771,0.514275563
ENSG00000254153,AC103957.2,50.64666115,5.527750757,2.29336502,2.410323132,0.015938397,0.514275563
ENSG00000118432,CNR1,6.757620561,5.521973744,3.546113558,1.557190331,0.119425303,0.522894138
ENSG00000121807,CCR2,5.903674685,5.521971022,2.967000807,1.861128925,0.062725972,0.514275563
ENSG00000039987,BEST2,9.761256687,5.521970806,3.693112113,1.495208008,0.134860164,0.530642754
ENSG00000049249,TNFRSF9,5.838851718,5.521963618,2.913046503,1.895597483,0.05801329,0.514275563
ENSG00000062096,ARSF,15.82570992,5.521960439,3.354705569,1.646034302,0.099756697,0.518978155
ENSG00000139946,PELI2,36.14332205,5.516696019,2.13823447,2.580023892,0.009879348,0.514275563
ENSG00000086548,CEACAM6,59.67480599,5.509277166,2.331454253,2.363021775,0.018126605,0.514275563
ENSG00000189143,CLDN4,2660.464627,5.496079175,2.032352525,2.704294214,0.006844965,0.514275563
ENSG00000104055,TGM5,20.53282148,5.494324554,2.665557277,2.061229223,0.039281177,0.514275563
ENSG00000130487,KLHDC7B,124.8488879,5.46833702,1.74562476,3.13259593,0.001732678,0.514275563
ENSG00000242221,PSG2,7.664194934,5.448513684,3.511134257,1.551781642,0.12071448,0.523809733
ENSG00000163082,SGPP2,807.9695152,5.426719873,1.638151828,3.312708736,0.000923971,0.514275563
ENSG00000283227,SPRR5,98.54134448,5.407219729,1.995062817,2.71030049,0.006722228,0.514275563
ENSG00000174343,CHRNA9,24.46904154,5.401217121,2.741539632,1.970140084,0.048822318,0.514275563
ENSG00000121207,LRAT,286.121053,5.398814589,1.948561043,2.770667416,0.005594153,0.514275563
ENSG00000204539,CDSN,1093.027442,5.365367606,1.961274039,2.735654222,0.006225641,0.514275563
ENSG00000171368,TPPP,45.0549701,5.352312399,1.862326781,2.873992069,0.004053191,0.514275563
ENSG00000281508,AL078639.1,11.4054379,5.352308162,2.347113022,2.280379391,0.022585197,0.514275563
ENSG00000025039,RRAGD,46.07596497,5.335632073,2.133872637,2.500445425,0.012403724,0.514275563
ENSG00000173239,LIPM,152.6117871,5.284407283,2.024382056,2.610380421,0.009044159,0.514275563
ENSG00000255501,CARD18,292.111075,5.260229617,2.118794584,2.482652002,0.013040842,0.514275563
ENSG00000143536,CRNN,3.593747129,5.258937439,3.19193573,1.647569965,0.099440948,0.518978155
ENSG00000232628,AC092809.2,5.880505405,5.258935358,3.31358302,1.58708423,0.112493569,0.520618803
ENSG00000222019,URAHP,6.663703995,5.258935019,2.794005789,1.882220516,0.059806081,0.514275563
ENSG00000270149,AL591806.3,3.764900374,5.258930976,3.556169209,1.478819108,0.139188668,0.532137526
ENSG00000253768,AC008663.1,3.93548946,5.258928123,3.508038432,1.499107899,0.133845643,0.529914468
