geneID,geneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000117450,PRDX1,4663.387368,-1.378721054,0.668637308,-2.061986426,0.039209028,0.999750329
ENSG00000213445,SIPA1,276.403189,-1.466792175,0.713309085,-2.056320613,0.039751623,0.999750329
ENSG00000138604,GLCE,784.3769624,-1.454299671,0.707324528,-2.056057176,0.039777005,0.999750329
ENSG00000151617,EDNRA,151.7996885,-2.269072125,1.103726821,-2.055827656,0.039799131,0.999750329
ENSG00000184564,SLITRK6,433.5793176,-3.186682777,1.553819093,-2.050871167,0.040279495,0.999750329
ENSG00000183840,GPR39,156.1703701,-1.606919706,0.784355422,-2.04871371,0.040490118,0.999750329
ENSG00000165731,RET,46.02069169,-2.131337224,1.04073997,-2.047905611,0.040569249,0.999750329
ENSG00000188070,C11orf95,133.792675,-1.962059559,0.958420811,-2.047179628,0.040640451,0.999750329
ENSG00000163898,LIPH,133.4732316,3.289819253,1.607299264,2.046799452,0.040677779,0.999750329
ENSG00000040608,RTN4R,199.3540459,-1.700361366,0.832414279,-2.042686448,0.041083487,0.999750329
ENSG00000115525,ST3GAL5,433.5104291,-2.713477435,1.328546945,-2.04244001,0.041107904,0.999750329
ENSG00000231298,MANCR,73.62412412,-3.649179045,1.788589251,-2.040255493,0.041324885,0.999750329
ENSG00000140511,HAPLN3,94.48230135,-1.872421604,0.917853392,-2.040000745,0.041350252,0.999750329
ENSG00000135069,PSAT1,5950.725683,1.653754482,0.811342847,2.038293044,0.041520635,0.999750329
ENSG00000187595,ZNF385C,9.175141211,5.993116782,2.941971825,2.03710883,0.041639137,0.999750329
ENSG00000165801,ARHGEF40,543.4030128,-1.692651654,0.830928756,-2.037059906,0.041644039,0.999750329
ENSG00000135723,FHOD1,271.3096506,-2.977427102,1.46450681,-2.033057874,0.042046676,0.999750329
ENSG00000144040,SFXN5,219.294785,-1.93904846,0.954175887,-2.032170889,0.042136359,0.999750329
ENSG00000147383,NSDHL,556.2643041,-1.72632264,0.849626018,-2.031861789,0.04216765,0.999750329
ENSG00000139269,INHBE,8.805437715,3.845909755,1.894417767,2.030127579,0.042343573,0.999750329
ENSG00000111254,AKAP3,58.404602,1.876921621,0.924677091,2.029813043,0.042375547,0.999750329
ENSG00000204685,STARD7-AS1,65.06750816,1.933164992,0.954609286,2.025085049,0.042858632,0.999750329
ENSG00000130635,COL5A1,1012.176597,-2.085152584,1.030319994,-2.023791245,0.042991635,0.999750329
ENSG00000088002,SULT2B1,806.291689,2.593540984,1.282224986,2.022687916,0.043105334,0.999750329
ENSG00000183696,UPP1,3074.015571,2.617890132,1.299354895,2.014761435,0.043929652,0.999750329
ENSG00000186470,BTN3A2,228.2853949,-1.664956754,0.828270184,-2.010161402,0.044414109,0.999750329
ENSG00000250509,AC034213.1,5.331039019,5.855609037,2.913718402,2.009668825,0.044466252,0.999750329
ENSG00000182636,NDN,44.76261721,-1.831779183,0.911801817,-2.008966366,0.044540701,0.999750329
ENSG00000164976,MYORG,233.5761164,-1.751156436,0.872176305,-2.007800977,0.044664445,0.999750329
ENSG00000124249,KCNK15,23.36920162,4.614583853,2.299039972,2.007178609,0.044730648,0.999750329
ENSG00000165806,CASP7,443.4047621,-1.426712631,0.710826239,-2.007118691,0.044737027,0.999750329
ENSG00000135821,GLUL,5744.194946,-2.213492562,1.10448353,-2.004097391,0.045059629,0.999750329
ENSG00000139971,ARMH4,18.352643,-3.118383539,1.55742296,-2.002271457,0.045255544,0.999750329
ENSG00000066735,KIF26A,56.22075795,-2.3507841,1.174390389,-2.00170584,0.045316378,0.999750329
ENSG00000163082,SGPP2,807.9695152,3.275800546,1.639284816,1.998310796,0.045682976,0.999750329
ENSG00000230650,AC140479.2,4.967576112,5.855606674,2.93282123,1.996578112,0.045871033,0.999750329
ENSG00000145819,ARHGAP26,1106.205105,2.025453843,1.015317373,1.994897258,0.046054087,0.999750329
ENSG00000165868,HSPA12A,455.0793056,-1.819228195,0.911989531,-1.994790656,0.046065717,0.999750329
ENSG00000181218,HIST3H2A,434.6626047,2.00177504,1.004223904,1.993355299,0.046222555,0.999750329
ENSG00000175868,CALCB,7.76255993,5.993108722,3.007000517,1.993052109,0.046255741,0.999750329
ENSG00000166997,CNPY4,64.90747897,-2.306824153,1.157693699,-1.992603186,0.046304916,0.999750329
ENSG00000111186,WNT5B,262.126267,-1.81642227,0.911670449,-1.992411043,0.046325977,0.999750329
ENSG00000234896,OR7E62P,11.01342753,5.53370613,2.778028691,1.991954276,0.046376075,0.999750329
ENSG00000186472,PCLO,349.7863721,1.559666121,0.783586153,1.990420728,0.046544608,0.999750329
ENSG00000237877,LINC01473,14.82925085,2.769110968,1.391783914,1.989612712,0.046633615,0.999750329
ENSG00000168792,ABHD15,138.9304494,-1.584676032,0.797856474,-1.986166789,0.047014807,0.999750329
ENSG00000092068,SLC7A8,2303.109785,-1.623705532,0.818544022,-1.983650833,0.047294778,0.999750329
ENSG00000261268,AC112236.1,83.14460197,7.288552763,3.674836489,1.983367909,0.047326349,0.999750329
ENSG00000163703,CRELD1,209.2994919,-1.923447003,0.971621434,-1.979625949,0.047745575,0.999750329
ENSG00000102243,VGLL1,352.9775757,2.526221188,1.276289508,1.97934808,0.04777683,0.999750329
ENSG00000101298,SNPH,166.4424205,-1.727706805,0.874815852,-1.974937699,0.048275219,0.999750329
ENSG00000139985,ADAM21,5.198922411,-6.874991181,3.484250353,-1.973162226,0.048477083,0.999750329
ENSG00000049249,TNFRSF9,5.838851718,5.703612252,2.893114152,1.971443901,0.048673124,0.999750329
ENSG00000256029,AL590560.1,6.323998357,-5.351464345,2.716203352,-1.970200184,0.048815432,0.999750329
ENSG00000102554,KLF5,6297.299145,1.38683657,0.704026652,1.969863733,0.04885399,0.999750329
ENSG00000105357,MYH14,899.9134225,3.635360239,1.846518986,1.968764073,0.04898019,0.999750329
ENSG00000084731,KIF3C,444.1384962,-1.360005501,0.691097475,-1.967892445,0.049080414,0.999750329
ENSG00000260088,AL445483.1,45.77404654,2.689294921,1.367535426,1.966526694,0.049237802,0.999750329
ENSG00000082497,SERTAD4,92.19279836,-3.742766039,1.906607082,-1.963050528,0.049640303,0.999750329
ENSG00000116005,PCYOX1,1300.455842,-1.716016674,0.875161555,-1.960799883,0.049902372,0.999750329
ENSG00000180855,ZNF443,32.31548007,-2.167678962,1.107391447,-1.957464063,0.050292933,0.999750329
ENSG00000167552,TUBA1A,1447.276845,-2.969564971,1.520426125,-1.953113618,0.050806134,0.999750329
ENSG00000173218,VANGL1,1050.527519,-1.268871027,0.649894975,-1.952424741,0.050887798,0.999750329
ENSG00000168268,NT5DC2,426.8926991,-1.959048262,1.00402823,-1.951188426,0.051034635,0.999750329
ENSG00000176170,SPHK1,549.8907804,-2.048351497,1.050363609,-1.950135628,0.051159956,0.999750329
ENSG00000104549,SQLE,4339.82666,-1.431082401,0.734074586,-1.949505443,0.051235093,0.999750329
ENSG00000166986,MARS,5766.574169,1.402955604,0.719948183,1.948689692,0.051332494,0.999750329
ENSG00000204172,AGAP9,72.37016482,1.57217411,0.807295387,1.94745831,0.051479813,0.999750329
ENSG00000115363,EVA1A,238.1324775,-1.734918555,0.892029777,-1.944911032,0.051785687,0.999750329
ENSG00000234176,HSPA8P1,10.7385504,-3.230849137,1.66240202,-1.943482442,0.051957895,0.999750329
ENSG00000074935,TUBE1,1024.753774,1.450008815,0.746889837,1.94139583,0.052210284,0.999750329
ENSG00000171401,KRT13,984.1070033,3.514351404,1.810290178,1.941319378,0.05221955,0.999750329
ENSG00000104856,RELB,372.6869256,1.37677787,0.709371036,1.940843085,0.052277313,0.999750329
ENSG00000138794,CASP6,209.3332645,-1.535133994,0.791152308,-1.940377319,0.052333851,0.999750329
ENSG00000268416,AC010329.1,22.09144455,4.61457963,2.379368896,1.939413278,0.052451035,0.999750329
ENSG00000122778,KIAA1549,136.3485058,-1.871473366,0.965877354,-1.937589031,0.052673382,0.999750329
ENSG00000095002,MSH2,361.1404635,-2.185194973,1.12865225,-1.936110057,0.052854223,0.999750329
ENSG00000247095,MIR210HG,18.16183967,-4.078794324,2.106822958,-1.935992917,0.052868568,0.999750329
ENSG00000184992,BRI3BP,405.2185231,-2.047667218,1.059015575,-1.933557226,0.053167591,0.999750329
ENSG00000188064,WNT7B,393.823143,-1.542409221,0.797806764,-1.933311788,0.053197801,0.999750329
ENSG00000121350,PYROXD1,659.4827699,1.210976969,0.628521191,1.926708258,0.054015998,0.999750329
ENSG00000145014,TMEM44,122.3153746,-1.493911175,0.775512086,-1.926354473,0.054060128,0.999750329
ENSG00000235531,MSC-AS1,39.67992277,5.993134938,3.111244732,1.926282069,0.054069163,0.999750329
ENSG00000075643,MOCOS,812.7544786,1.808972593,0.939119325,1.926243604,0.054073964,0.999750329
ENSG00000114268,PFKFB4,364.7087738,-1.970483759,1.023665752,-1.92492887,0.054238258,0.999750329
ENSG00000186235,AC016757.1,3.904440768,5.993087908,3.113568824,1.92482911,0.054250741,0.999750329
ENSG00000196352,CD55,2322.375742,2.181731847,1.1338411,1.924195415,0.054330094,0.999750329
ENSG00000278970,HEIH,288.5877807,1.510392141,0.784952019,1.924184033,0.05433152,0.999750329
ENSG00000204388,HSPA1B,570.6136191,-1.820590969,0.946178705,-1.924151283,0.054335624,0.999750329
ENSG00000082438,COBLL1,1626.497336,1.322558007,0.687521115,1.923661657,0.054397007,0.999750329
ENSG00000124615,MOCS1,54.13943731,-2.06814561,1.07565126,-1.922691571,0.054518796,0.999750329
ENSG00000033100,CHPF2,983.189096,-1.324251299,0.689587436,-1.920352997,0.054813326,0.999750329
ENSG00000127946,HIP1,732.0371215,-1.30163954,0.678144644,-1.919412843,0.054932107,0.999750329
ENSG00000227060,LINC00629,3.032225841,5.993083177,3.12246722,1.919342223,0.054941038,0.999750329
ENSG00000156966,B3GNT7,28.56873415,-2.230871392,1.162832547,-1.91848035,0.055050131,0.999750329
ENSG00000271503,CCL5,96.79629289,2.886217377,1.505894781,1.916612909,0.055287127,0.999750329
ENSG00000154764,WNT7A,988.4576155,-1.65164932,0.861772668,-1.916571948,0.055292335,0.999750329
ENSG00000185924,RTN4RL1,95.14890911,-2.853233008,1.489528002,-1.915528277,0.055425167,0.999750329
ENSG00000134317,GRHL1,2900.530123,2.73437209,1.427898612,1.914962356,0.055497304,0.999750329
ENSG00000160200,CBS,130.1818482,2.269377403,1.18567097,1.91400267,0.055619815,0.999750329
ENSG00000151240,DIP2C,174.5790595,-1.724107607,0.902272714,-1.910849768,0.05602389,0.999750329
ENSG00000146674,IGFBP3,4012.249211,3.552351568,1.859216647,1.910671128,0.056046857,0.999750329
ENSG00000134369,NAV1,1117.352222,-1.542885677,0.807764152,-1.910069507,0.056124264,0.999750329
ENSG00000261824,LINC00662,377.216969,1.40752124,0.737354003,1.908881261,0.056277411,0.999750329
ENSG00000130513,GDF15,727.8320033,2.914511085,1.527999892,1.907402677,0.056468463,0.999750329
ENSG00000013392,RWDD2A,102.4429739,1.888553081,0.990209988,1.907224834,0.056491479,0.999750329
ENSG00000240771,ARHGEF25,19.62980576,-2.561016967,1.344580497,-1.904695905,0.056819612,0.999750329
ENSG00000177283,FZD8,180.9450241,-1.399476472,0.735559625,-1.902600992,0.05709263,0.999750329
ENSG00000114251,WNT5A,381.7712972,-1.669240166,0.877656534,-1.901928719,0.057180474,0.999750329
ENSG00000197183,NOL4L,79.08550931,-1.716301467,0.902662546,-1.901376626,0.057252699,0.999750329
ENSG00000138413,IDH1,2104.125962,-1.451120359,0.763703113,-1.900110572,0.057418611,0.999750329
ENSG00000135622,SEMA4F,198.1042529,-1.375165073,0.723881427,-1.899710397,0.057471135,0.999750329
ENSG00000107829,FBXW4,330.6054778,1.226898191,0.646261567,1.898454517,0.057636234,0.999750329
ENSG00000134253,TRIM45,57.65840264,-1.90894465,1.005805542,-1.89792616,0.05770581,0.999750329
ENSG00000125384,PTGER2,4.341170496,-5.67339191,2.989305277,-1.897896462,0.057709723,0.999750329
ENSG00000106686,SPATA6L,45.14013165,2.497035677,1.316335753,1.89695955,0.057833277,0.999750329
ENSG00000169258,GPRIN1,689.8020698,-1.627047104,0.858196755,-1.895890535,0.057974521,0.999750329
ENSG00000129295,LRRC6,27.07335287,-3.493863769,1.843178914,-1.895564095,0.058017709,0.999750329
ENSG00000214860,EVPLL,103.1474794,2.65739126,1.4022179,1.895134315,0.058074609,0.999750329
ENSG00000141858,SAMD1,757.8542265,-1.718485437,0.90691978,-1.894859363,0.058111036,0.999750329
ENSG00000125148,MT2A,2637.752417,-2.85103578,1.505204313,-1.894118795,0.058209244,0.999750329
ENSG00000196517,SLC6A9,833.8990424,1.387528839,0.732554632,1.894096057,0.058212261,0.999750329
ENSG00000163993,S100P,642.6089858,8.288544846,4.377553062,1.893419618,0.058302089,0.999750329
ENSG00000104231,ZFAND1,1785.13963,1.482439397,0.784790719,1.888961427,0.058896997,0.999750329
ENSG00000169851,PCDH7,1743.115799,-1.473870962,0.780851075,-1.887518645,0.059090601,0.999750329
ENSG00000001084,GCLC,1963.155503,1.798615649,0.953076078,1.88716902,0.059137596,0.999750329
ENSG00000012232,EXTL3,1204.090307,-1.349192939,0.71511959,-1.88666757,0.059205052,0.999750329
ENSG00000166349,RAG1,87.02453744,-1.755034357,0.930814655,-1.885482085,0.059364781,0.999750329
ENSG00000104368,PLAT,217.7263059,-3.372515347,1.788745518,-1.885408133,0.059374757,0.999750329
ENSG00000235106,BRD3OS,322.5292866,-1.239374378,0.657554564,-1.884823627,0.059453654,0.999750329
ENSG00000161298,ZNF382,87.7557019,-1.485449319,0.788876726,-1.882992958,0.059701322,0.999750329
ENSG00000153714,LURAP1L,2070.038048,2.344954728,1.245713562,1.88241888,0.059779165,0.999750329
ENSG00000111670,GNPTAB,1128.404298,-1.169778784,0.622672045,-1.878643491,0.060293189,0.999750329
